0	6	0.08	1.8	1.54	1.99	2.36	3.34	4.48
0	8	0.53	2.7	1.88	2.23	3.02	4.15	3.67
0	10	0.26	3.02	2.67	1.88	2.2	4.27	2.99
0	12	0.13	3.4	3.42	2	2.6	4.82	3.01
0	14	0.32	1.7	2.12	1.31	1.74	4.13	4.08
0	16	0.87	2.04	2.74	1.96	2.07	3.49	3.61
0	18	0.87	2.55	3.1	2.35	3	3.28	2.9
0	20	0.61	1.99	2.09	1.28	1.8	2.12	2.01
0	22	0.21	1.39	1.67	1.61	1.93	2	2.37
0	24	0.79	1.75	2.05	1.78	1.56	1.9	2.19
0	26	0.5	1.6	2.02	1.56	1.46	1.9	1.95
0	28	0.63	1.45	1.57	1.51	1.42	2.08	1.68
0	30	0.45	1.07	1.12	1.13	0.99	1.92	1.65
0	32	0.92	1.22	1.3	1.19	1.19	1.85	2.42
0	34	0.47	1.45	2.03	1.54	1.89	3.41	4.01
0	40	0.11	2.06	1.9	1.07	2.21	2.84	3.46
0	42	0.55	1.64	1.82	2.15	1.72	2.68	2.59
0	44	0	1.78	1.66	1.93	1.7	2.52	3.17
0	46	0	2.16	1.92	1.76	2.28	2.73	3.54
0	48	0.92	1.98	1.9	1.82	2.3	2.44	3.48
0	52	0.08	0.53	0.69	0.69	0.66	1.02	2.41
2	8	0.53	1.71	1.79	1.65	1.53	3.14	3.51
2	10	0.18	2.97	3.25	2.11	2.21	4.68	4.3
2	12	0	2.35	2.57	1.34	1.87	4.11	2.88
2	14	0.05	1.34	1.89	1.11	1.79	3.62	3.82
2	16	0.71	2.93	2.5	1.64	2.92	3.31	3.66
2	18	0.87	2.39	2.37	2.19	2.56	2.44	2.9
2	20	0.45	1.69	2.05	1.96	1.82	2.05	2.24
2	22	0.37	1.88	1.26	1.82	1.7	1.25	2.05
2	24	0.66	1.8	2.22	1.9	1.88	2.39	2.4
2	26	0.5	1.58	1.92	1.56	1.58	2.08	2.19
2	28	0.37	1.57	1.88	1.58	1.62	2.15	2.03
2	30	0.26	1.13	1.36	1.33	1.18	1.94	1.78
2	32	0.71	1.05	1.29	0.95	1.21	1.95	2.31
2	34	0.34	1.97	2.41	2.04	2.51	3.86	3.77
2	36	0.79	0.58	0.68	0.72	0.69	1.39	1.74
2	42	0	3.88	3.36	3.54	3.74	3.59	2.21
2	44	0.97	2.35	1.82	2.65	2.71	2.36	2.96
2	46	0.08	2.67	2.6	2.68	2.76	3.18	3.47
2	48	0.08	1.78	2.22	1.38	2.13	2.95	3.06
2	50	0.03	1.61	1.43	1.75	2.15	2.37	3.5
4	8	0.45	2.9	3.17	2.77	2.94	4.87	4.41
4	10	0.18	2.31	3.15	1.69	1.69	4.1	3.83
4	12	0.05	2.44	2.88	1.19	2.03	3.6	2.72
4	14	0.05	2.15	2.47	1.11	2.15	3.65	3.66
4	16	0.11	2.6	2.51	1.27	3.16	3.44	2.95
4	18	0.95	2.06	2.2	1.4	2.33	1.87	1.97
4	20	0.58	1.75	2.04	1.76	2.15	1.81	1.72
4	22	0.45	1.63	1.62	1.62	1.39	1.23	1.64
4	24	0.37	1.45	1.51	1.39	1.3	1.54	1.76
4	26	0.21	1.58	1.8	1.42	1.55	2.17	1.88
4	28	0.34	1.73	1.96	1.69	1.73	2.48	2.4
4	30	0.18	1.06	1.29	1.29	1.26	1.87	1.56
4	32	0.66	0.89	1.36	1.02	1.32	1.97	2.24
4	34	0.34	1.13	1.52	1.06	1.49	2.44	2.89
4	36	0.66	1.26	1.37	1.34	1.18	2.37	2.18
4	44	0.13	2.31	3.19	3.3	2.62	3.38	3.19
4	46	0	1.17	1.4	1.2	1.51	2	2.2
4	48	0.05	0.62	1.17	1.28	0.89	1.62	3
4	50	0.05	1.06	1.56	1.3	1.56	2.2	3.32
6	6	0	1.16	1.28	1.47	1.53	3.32	6.08
6	8	0.16	3.69	4	3.51	3.8	6.2	6.04
6	10	0.16	2.95	2.52	1.76	3.18	3.65	3.6
6	12	0	3.13	2.84	1.15	2.66	4.01	3.16
6	14	0	1.33	2.25	1.06	1.69	3.39	3.45
6	16	0.21	2.77	2.52	1.56	2.58	3.16	3.64
6	18	1.08	2.01	2.05	1.4	2.19	2.07	2
6	20	0.16	1.52	1.61	1.67	1.15	1.71	1.65
6	22	0.34	1.65	1.52	1.53	1.57	1.49	1.49
6	24	0	1.85	2	1.94	1.72	2.5	2.03
6	26	0.5	1.54	1.67	1.01	1.7	2.1	1.92
6	28	0.47	1.47	1.77	1.43	1.68	2.38	2.4
6	30	0.16	0.8	1.19	0.86	1.11	1.58	1.7
6	32	0.16	0.65	1	0.81	0.9	1.43	1.8
6	34	0	0.66	0.76	0.48	1.01	1.41	2.02
6	36	0.74	2.63	2.27	2.07	2.54	3.5	3.57
6	44	0.39	1.26	1.15	1.69	1.48	1.37	2.34
6	46	0	0.88	1.38	1.06	1.35	1.98	2.39
6	48	0.13	0.73	0.87	1.05	1.04	1.34	2.86
6	50	0	1.53	1.8	1.88	2.43	2.64	3.52
6	52	0.24	0.52	0.54	0.61	0.79	0.98	1.85
6	60	0	0.74	0.5	0.44	0.75	0.54	1.35
6	62	0	0.23	0.3	0.12	0.22	0.33	0.42
8	6	0	0.23	0.32	0.55	0.35	1.39	3.17
8	8	0	1.19	1.21	1.03	1.28	2.56	3.52
8	10	0.03	3.39	3.53	2.1	3.55	4.97	3.94
8	12	0	2.7	2.77	1.38	2.42	3.77	3.39
8	14	0	2.69	2.24	1.37	2.94	3.89	3.59
8	16	0.87	2.59	2.49	1.52	2.32	3.15	3.2
8	18	0.92	2.2	2.06	1.79	2.27	2.28	2.63
8	20	0.76	1.59	1.79	1.93	1.71	1.83	1.96
8	22	0.39	1.78	2.01	1.56	1.76	2.3	1.95
8	24	0.13	1.46	1.66	1.47	1.42	2.03	2.11
8	26	0.42	1.46	1.46	1.09	1.55	1.94	2.3
8	28	0.61	1.67	1.77	1.46	1.72	2.3	2.48
8	30	0.34	0.93	1.46	1.15	1.33	2.03	2.35
8	32	0.03	0.82	1.07	0.74	1.13	1.77	2.57
8	34	0	0.79	1.2	0.99	1.11	1.72	2.39
8	36	0.74	2.26	2.59	2.2	2.44	3.09	2.88
8	44	0	1.65	1.9	2.24	2.37	2.72	2.59
8	46	0.37	4.73	5.2	5.38	5.58	5.03	3.77
8	48	0.24	1.2	1.54	1.5	1.99	2.71	3.38
8	50	0.29	0.91	1.12	1.19	1.28	1.8	2.47
8	52	0.21	0.94	1.08	1.38	1.24	1.69	2.75
8	60	0.21	1.78	2.06	1.08	1.9	2.48	2.63
